SKU	price
6BZ3AJGQYF	$8.09
VFMJO35DU1	$2.86
SED530N7T0	$2.05
1H31J4M6MQ	$9.57
M2NDT58PIO	$7.92
C0NO2BS8RG	$0.38
5WB8MMU2HO	$6.91
BIHL0OSZ6D	$6.85
DMJF4WJ7TU	$5.46
5MJFDU1MFK	$7.06
GK3VI4OJ7V	$5.82
WQVACCTA4U	$1.81
7AYJTDHJ9Q	$8.85
L9L7PCAB02	$1.95
TIP9O7KHZE	$7.03
T1G94N0YVR	$2.33
XIP7LE8ZYF	$1.44
UM9NHT2GG5	$9.70
UYZI94JOHY	$4.85
6W1OYX443A	$3.87
GZI2T8BK03	$5.52
JQQG51KTGB	$0.80
X0WK3KG082	$0.47
J9KM7106CV	$6.02
6AU30ZPA3F	$0.72
NQZ90F8KAF	$1.34
YBC86PIYTA	$1.82
0H7QKZZM0P	$7.94
LK3W48FH8D	$4.81
K9SGCLOWEA	$0.11
U1DMHQG28T	$2.70
K52C9VW608	$0.67
NJ00RNEWTS	$2.56
Q8P023SLRW	$8.65
4Q8H2NS9F9	$3.26
HE60263NNR	$7.34
N8RWZ4T503	$5.55
AX7RKGCJ6Z	$4.21
51I9KHIMCB	$8.31
PQ3UVPRXCI	$8.19
80NEPP0SOX	$5.56
Y98EFO9B64	$7.68
N9O9NH1427	$1.79
E41FD9L2YH	$1.71
MX0A2VDFTQ	$1.40
2UCK97WJGP	$5.87
W0S4OI2RZ8	$9.51
01OTYLIO6F	$0.22
19YHEGRU4C	$0.94
JMA7UGGA5F	$2.61
H688RO5DHG	$2.41
IODRLW1ZQF	$2.05
53D4TSA7MP	$4.08
0DPTOXRSTX	$2.37
8GJ6OXT8YN	$4.08
9I6Y7FI4QL	$6.17
I449W522GC	$7.82
L5NKGQXVGK	$8.99
FCGQFXM3IX	$1.41
Y78T4QX186	$1.74
VIOOTEQ6OU	$7.23
UY3L6MGRBY	$3.24
X5FUOXBP0A	$8.21
QQ7QGNL0XS	$5.22
7ER2IGUKWP	$7.63
0FFXQ24TQB	$0.05
057GRDW4OH	$9.67
US1ZQZA8S7	$4.74
HY15TZK551	$6.72
6B3QJL7M92	$9.73
VAZNWFIQKE	$4.13
W76VIT37T5	$0.74
DV3NXSTR26	$2.29
H5GE6PIYAB	$0.61
3P1FB7E0LP	$4.70
OZR9HZU75K	$0.55
L2KTF3DPDI	$1.23
OTDQOLWCOC	$7.24
XKP099BDGU	$4.85
6OX2T9MPAY	$8.27
1A5K0OM28S	$7.10
K2FGK3JCY8	$6.14
UGFWVS82WG	$9.30
UP1VDGJ9XE	$6.75
URSWF7C1P1	$3.04
04OK46HKN0	$7.42
CY6HX2J4IJ	$3.72
PCW7K8THF0	$2.88
KUMVREL55P	$5.63
MKJW372LTI	$3.85
98SS0NPBTO	$0.11
X8MDZPPTM7	$7.33
K07A6GTL25	$5.26
YT4Z4EVLXO	$6.51
OYVEUP2PT3	$6.98
IUP7VDH5VV	$0.12
IE1NTWTJNI	$7.81
1W9S57P7AW	$6.24
1E0BVZQPF2	$5.26
2KEGGCKVXM	$0.48
701WPW6WUT	$1.88
0M1G9V6CRY	$9.27
UHIX249CJN	$2.80
PNQBWEEPIR	$3.09
Q575HIS8E5	$3.46
W8H896IAQE	$0.66
TVXS73NEJ2	$3.43
2T57KYZJFQ	$4.88
D3N0LHL2QB	$0.70
Y4GD4PLP8O	$8.30
FLBDRJK48N	$0.39
N1F28HCBJT	$1.66
KI0G7ZY5BB	$9.80
YUCQA9TH1O	$3.99
DMWUUIU79Z	$2.93
FWSTD9VFU1	$3.35
CTNCDDJBW1	$7.44
PBITHVUHPB	$2.34
POU817FSQM	$4.25
B3JED9HUNM	$8.21
GNP5RK8GDJ	$0.69
G2EYK1GCQ1	$1.23
OZED46URUU	$6.88
DE0TM3HYM7	$9.72
DLWEZ1HH8R	$0.71
KU2XQX3WDS	$4.76
8VHSTH2T27	$1.11
F2U7JDPR0L	$2.25
KVPQ1QMHYP	$4.47
Z04EK2P0U8	$4.76
3BYG3G72T1	$7.77
I6L9JR78UO	$7.04
9X5C8DN2X8	$4.32
3FXY2X8BEF	$6.19
HV5M3E6HO8	$7.28
FOCJGCZCYG	$9.96
V6ABJDO6LZ	$7.84
MR5GIXB619	$5.42
G9BZG7VVW9	$8.51
Z8PELSFNK7	$1.39
6MNTGSGE6I	$6.60
NNRK95S796	$4.45
FAKRYKPVSL	$7.50
IF81VFD3D4	$6.18
52JK286R71	$7.93
MEKSM1GWJ7	$7.54
2AUGDZPGI1	$8.19
KLYDWRHDSF	$3.46
GSS7TZUIHF	$6.83
Q4BHKA6JE0	$6.26
MBJEW7W5O0	$4.03
K2GCBVK6WY	$2.34
30Q9CETH8J	$3.22
9KC1AS91XT	$7.38
7WKT12WJAC	$8.93
GE889PU52H	$6.91
O5US0IYJZ3	$5.68
7PZ22QYOHT	$6.36
H36JNGE3JE	$3.61
VZ8X6GBNLE	$3.47
4RFEO82K0V	$0.15
25A16UEP3S	$7.29
R9TMOREDZT	$7.13
LE8K7OI34I	$1.60
DXBQ45ZO0J	$5.95
GJIC6K0N66	$2.35
U67HWWMPJS	$6.69
2GYQF79EFT	$9.90
6CM2YC2LUT	$8.07
JM7EUW6VXE	$9.83
Z5LC5ZIPDC	$8.13
R1QLALQBXQ	$2.38
BI5RANBZJ5	$1.63
CSQ0FFHWFX	$1.16
HVBMBW74SP	$1.94
KG2VWADC21	$2.63
PTYZ4SLM9K	$1.40
62BQQKCVP3	$1.21
QTT9S9ETYL	$1.13
6BGLG1CBGT	$8.21
VB0SFNTKOH	$5.45
EQT12LPEJU	$7.97
JNP1BYXJ6P	$1.21
7E7H4P9G47	$6.78
DYLBB6WKI4	$2.67
J01TANYCRP	$7.02
CLFGRXVMEJ	$2.61
I1DLQF6RDD	$8.19
JR40XKE1DS	$9.10
4V5TGEGD8U	$4.15
I8RUFKQUKK	$7.81
08BAFMJXHW	$7.20
MOEKM6PQ8A	$9.48
J3S1KUHZVD	$3.24
7SB3XNFESM	$5.05
E5G87CESSD	$1.39
80XIB5GDDA	$4.71
LGRDI8447M	$3.77
ZUJDRE3F36	$1.71
8EOMFRZ64U	$7.28
LS0FAJNGY4	$5.40
WGLH334A8P	$3.49
Q68MVGD2JQ	$8.73
06O2RSJD0F	$7.81
8Y832S8P5E	$5.93
IV1M8HPGGN	$7.34
R0B0116WG1	$7.64
BVKFEZKHFK	$8.56
Q3HP0XO8B3	$1.47
WGA55WN4MH	$6.97
T348JO86P7	$2.77
5UVDG727UT	$3.61
QC7Y6VLRP5	$2.96
GSDKPCMZKW	$4.32
JLFZY4RPJ6	$7.13
KDUT1FPFFV	$3.27
T8R1Q8MT61	$8.65
N9JLVNNQ39	$5.38
HPAJ7EL1DM	$8.08
WAI9YMZAQJ	$0.94
K4HY9HBLGY	$3.32
OTJFNGU7EF	$5.69
9K50O7LR49	$8.87
20OJF1A3NC	$2.03
BS9V34DL1O	$5.05
9QW0V1JGVP	$1.90
ILE8NCBAAO	$2.86
4BNAMV34HQ	$0.15
H01OJ8FZFQ	$2.90
Z9EY1ID3RN	$2.46
9TJSZN2TQB	$4.09
E5TFSXASZX	$1.73
E6SW6OX9BR	$0.99
3T4JSNS518	$1.52
BAXVG43DU0	$5.72
UXI8G9C9HO	$9.95
QQKEKB00TX	$0.42
FAI0X1G71Q	$3.44
5HKVFY8FJU	$0.32
FZ333VZA1J	$8.53
6ZAYMBY2A6	$9.12
E29GPYPPZH	$2.01
9VDMPPW0Q9	$8.54
CQW6ZBXTHP	$2.66
FQLZ7A49T1	$9.25
8LB4FXQ39O	$7.58
P8G66WCFYA	$4.14
YWSPPEOMCM	$9.71
228OBXXZX1	$3.93
SCY9HR7LD4	$5.36
KQY58XA3J5	$1.12
ZS8K0U3QSH	$6.97
AUVIIHLVSI	$8.31
61F47FVFO9	$9.70
ETBNNHP62R	$0.98
0NBUH78CLJ	$2.67
BFTFCYC99D	$8.61
U9YASBF22Z	$2.19
V80GWIBZXN	$4.88
DXKEI801LB	$6.53
NX5PBN0P45	$9.01
Y07GGHIZ4Y	$7.89
QOZIIW26AK	$9.64
XOATT3RSPL	$6.14
TX6ZEJ23NP	$4.22
R985IBXNMU	$5.74
WXMT2FVCL3	$7.35
T8RHOGV4V9	$2.25
1416WAZDUG	$7.90
KCT3DYF1QQ	$7.35
LWSIT8D7KZ	$8.58
RF7LCUQCS3	$9.79
PX4R4SCR0U	$1.24
JGYEZYWER5	$0.21
4ENJLIZ6Y2	$0.16
J6ZX0FHFZJ	$6.78
OM8FMOT7H7	$2.10
QAKLNYIJ40	$3.52
P5V3ZOJTQU	$1.43
AO86JZ34Z1	$4.17
TLBPL9D70M	$9.72
X7ICAJPY69	$7.03
HZO4QFOWSS	$8.06
W8B5NMGR5O	$1.65
PYFZ2A17HT	$2.42
98D1KBDI3Q	$1.50
2K38X5H9JJ	$4.86
0WZ6IL0S1I	$3.44
EDK3SJLDT0	$5.11
EIGR3G2ZT3	$0.06
9XH63NF43K	$5.31
6UV087574A	$7.80
VTWYAI5F1A	$3.71
E5HJ24NBLL	$3.52
IQOU8RCROF	$1.15
5Z7IOG3SEA	$4.10
S0XJZLXY9F	$7.15
9DDKNWTNFR	$4.02
QXGMDV5LH8	$8.73
RHJ80B5Y8F	$4.19
0YN0LYLDRC	$8.46
BPOK0HR1VG	$2.35
0QZB2CWEIK	$4.56
X36AA3TOBK	$6.48
KY860EES4D	$8.82
83C0CIXH20	$1.70
YG0PD884WB	$5.48
SNY1IEGMT3	$9.71
LLBTRQVMGA	$7.18
6QAAOANCY9	$4.37
2DQGFMYO92	$7.93
60DFAOLATM	$8.69
0110CWMPNK	$8.76
F115NP7KIO	$3.22
1GWQW5Z4MZ	$8.32
UZIY0GZ674	$4.22
TV5163D51Z	$4.16
PT5HWK3GHR	$9.53
YOO98JGRRS	$2.66
Y051A7YPS7	$8.11
0FXHA82Q84	$3.34
PEDRLR0MYJ	$9.84
JQGMJMWOXM	$8.48
3KRBXP4735	$0.33
L0JYD33AGT	$8.08
S1NIRKKM1C	$4.42
IL56W550NS	$2.63
YQOPHEU642	$6.73
WDQ5LG0UFE	$5.25
SBP2X3O8VJ	$1.10
77OTCXZWOR	$5.93
UPN3IGICG7	$6.81
M3KL8ZAQWW	$5.94
S4JPN4ADFT	$4.48
G3MNIZDGRH	$0.72
3KRYVL3SAS	$4.35
X10R0AT5P1	$1.72
RNDCFQUUYU	$2.71
7D8HCZHTC3	$8.63
5L4584Q0LK	$1.93
NJUW351QT9	$1.27
ADWZLOT75Z	$9.73
TXDPRV28NV	$8.39
TXNKZBBM0N	$2.28
BQXABZV7O1	$3.50
ZSF8UJ51CY	$4.50
MB82AK915M	$8.63
Y33PJN0FNE	$5.88
W2QDX25CMZ	$4.70
UNDEP706CZ	$8.85
0FV6RNL84A	$3.82
LKBB7EKMQS	$2.05
FELLICMBDN	$1.06
EAGZVI06I3	$9.78
61YM13D2LJ	$8.38
QCOYPXZW84	$3.55
XJUDY7BR7M	$0.93
PJALMB5X4F	$7.61
4L4MJEARC0	$7.19
YCI8S4IF1Y	$8.57
HBSEM1B3HX	$8.18
G0YHTMU4CF	$6.97
DNTNTV15K5	$1.09
9GCAHSA3EL	$3.95
438TNQV7DR	$4.69
OR8X9KBU56	$2.63
A2KIB3XX21	$3.94
8CXFQKNPUO	$4.70
PZ9HYVUME6	$3.93
5WXAHA5E7P	$8.41
CMOUD745TR	$7.67
FYXQVF31MT	$6.92
UQ4ALBIYBN	$7.28
I58NSKZJ2N	$5.15
BTCBDRYUK5	$2.99
WKXV9JYOUS	$9.48
UY7A8E6755	$1.92
XDKAYRNB0B	$7.44
KCJV0187BQ	$1.38
B7VJT2UJAO	$7.19
HV6ZRNV15E	$8.41
8PVH5X9M65	$0.64
UIAEZW28XK	$2.16
F42GEZJOGE	$0.40
4SF43BJCPS	$9.28
LLBUSDID16	$6.57
GIYX3D61BF	$6.95
59QXMQEXQD	$3.37
MGE0SS9ZCA	$3.06
K7BCAEOJWJ	$0.51
XM75LZUE3E	$7.92
FH6JJ38Z8Y	$7.96
Y61OYGSQMX	$3.79
FKMGAJ0A3U	$9.94
1NZN4JJXER	$4.84
AGY4VNHCJC	$3.09
214MTK6J6O	$1.79
Y22X3JF9UH	$5.97
VX723A7EO3	$9.71
8DK8RVETB9	$9.01
2T0VYHBH6N	$4.17
R7QJ39FGJ9	$0.59
U5JGMD19IB	$3.47
U45EP9RXVH	$3.43
TIH60MUUBG	$0.44
4AYRRUNT2M	$2.63
ZY1DCA2ZEN	$8.82
Z7N68KMBAO	$9.75
O7Q5UN0C0H	$4.52
4Q6BEBFQ5B	$8.26
WTW8WYT3PQ	$6.79
SI7LIEZRMX	$4.77
50AHW1XILK	$0.82
64BMDHZG4S	$3.38
B8RKFYJ1Q2	$5.76
0GEESWQXBK	$1.06
5DV0BCIC26	$0.60
VU6UIR9MIH	$9.37
IINWNOKFOI	$1.43
1LT2MP7VWI	$5.64
WS87SVQSSV	$5.77
S0NPZV2TPH	$6.88
VPQKEZFZ45	$2.41
HDVOC7PSVE	$2.09
9ANYB9L3RU	$8.60
0C76G4RPIN	$5.45
HNPCK0P954	$8.18
M5384U8C1F	$2.03
ESFJPUDU57	$0.24
RAEFXQLWS7	$9.68
BSEXFM3KE9	$4.13
E8L8168EXS	$8.33
IHV01LZFPN	$9.77
F5F0CHO3AK	$3.01
O631IRFTUY	$4.75
WYMXWJLN0E	$9.67
67A28JGFT0	$5.05
ZNXQ8FNK2F	$4.11
YW635FLKZI	$4.98
4844MOBSJ4	$9.14
IE97B0DXJW	$3.17
FEBN83EDQP	$1.64
3XQC1IKJRY	$3.39
6U46V5D12W	$2.25
VY5MDQAZ8P	$4.61
93E14L1I22	$1.26
NF1YG220HK	$6.85
MT5BWS7MIX	$9.65
69WI0FEQJ2	$7.28
USMC1D57HL	$2.83
8S188XGT18	$1.48
7JZZCABT12	$5.36
1RQZ1XFPVE	$6.66
AXGCK23KXE	$0.90
RPQUPCLEHM	$4.45
WD85G443U1	$1.97
3TRZ3KF0A3	$3.52
UV9PTGUOGE	$2.56
IPAA2TINJX	$5.40
5JZEZQ2CYL	$8.83
U7HGLS8ZIQ	$5.71
MRDRFGGUQL	$4.64
EVU8USKUJS	$7.24
3BLMEK1OLI	$6.02
6IM39OHS3S	$5.34
P2KJYMM3J2	$0.67
1ISIHNM7FR	$7.07
8IRL1D61YG	$4.69
K4RQG724K5	$1.04
6I3TG46EZX	$8.31
64LGHRX9B7	$6.46
G4SA9HR2UX	$7.64
Q4AZWIQU3L	$2.18
MLOVU73CQH	$3.67
DYIIRHNG23	$9.45
LGRSL831X8	$8.91
EZ6V3K1ZT1	$9.86
P2UBZHD8BK	$8.90
1W0UCOQT0V	$3.97
U4MLFHFDL7	$2.50
X8TIIB457W	$2.39
M4RRW9SZX1	$0.44
LQ63Q7XZC6	$2.30
S0MAP3F5AR	$2.02
XI2RCBCZFE	$5.89
3VBU53TPV0	$7.79
6RQTAH3OI1	$1.35
P7JN7IK47A	$6.09
L8HSBEG5SP	$7.35
VYHA4F6QTA	$1.98
UPQLW9PJSV	$3.31
PBSXOFIZ2Q	$0.05
YBMQ8JZYJX	$7.21
2J809HWD7L	$1.43
01GJ3NG00S	$0.42
Q4TZSJO1SZ	$6.91
KMTIXO4PQQ	$1.16
XRAHXESZSW	$5.56
A54Z023J7U	$2.22
2HM6KF50AD	$8.67
03S7PRXDVF	$5.08
OJ74NCCJKO	$3.98
VBPK5HFVXF	$3.73
B3MYUWZAB0	$3.57
Y6C1PT3JSM	$9.97
I4AS3J4SR5	$3.37
GODAGBHZ4S	$6.85
CWCT3RHYLO	$2.29
HKA2EFKFM4	$0.62
E90NGQQ98W	$9.10
U96MFWX0XF	$3.24
DAFA4IDQN4	$8.01
PVUVSVWSNM	$6.53
KSIXP57AXH	$0.29
11MLKUNVBL	$6.40
RZ8NDTO1RF	$1.80
PISBAKWD3T	$3.59
VVS554MV2N	$0.01
4ANZER4GRY	$5.76
16FYEMORJN	$9.65
2EA70ZR415	$9.42
OG2HFC5F0Q	$0.03
BOSGFYUOSK	$8.70
2B2JYAVZ15	$2.14
SWO14H1TN8	$3.12
VYR4N13AJC	$0.97
7KSZLBRNW4	$4.97
5THPM2KLK7	$5.43
SJ5REUODF9	$4.09
F2O2QKCKYS	$5.97
WP1TR8NFJ0	$8.01
VHILBPOZ3N	$4.56
ZOO7BNX673	$5.36
ODNIUTAUR6	$0.31
KIEQVT6URO	$0.40
6J4UVTKWC6	$8.59
LRJFXS1E3E	$2.51
XHNN0ZNGOI	$5.79
ZQWZYC4QHC	$6.95
7JNOKGOZ7J	$5.97
RBSKE30S8C	$8.63
WH0L42RG2K	$1.39
GAIOGBR6VW	$3.62
2NUESNXY9E	$0.71
QXE48XKGIP	$5.33
83IPFCFKWI	$2.78
NWXKB9PMYT	$7.40
R85W7ANF0B	$0.95
G1XD1BXLXT	$1.17
ZHDVR2CG65	$4.91
QZ2JFV905A	$2.72
I967QKZS82	$1.94
R8MF20AQ1I	$4.98
SJF1JHD984	$0.36
ZHCHRTRIR4	$3.86
L3B970PYJH	$5.02
44M372FXUK	$5.61
HHNA061NV0	$9.62
VEBNNIXUGT	$9.09
11L74HC4NO	$1.79
KB6B5JXI48	$7.20
BTZ5KK3KGH	$5.85
2QN0BTF68E	$5.71
Y180JEQVZA	$9.82
8EYABNZ26D	$6.74
ERLXSIMXDM	$7.63
3KY6AXY0T4	$1.06
Z3EYC5UV0J	$6.99
AU2J2S45K6	$0.43
ZZZ03FL49I	$1.34
VDM6IMUOAQ	$5.00
13JCOA6XN6	$4.37
QPSZUDUQZ3	$9.73
N428ZBJFJC	$5.89
ZA6TJIBR8M	$2.44
JHRWVCYSQP	$6.35
CR2A86K1U2	$0.22
BGAKDW29J2	$0.52
Z0HGD91Z3G	$6.51
UAQ8CL5ECI	$4.33
34WYKT92QK	$4.39
WLTR95C2UB	$6.73
RL6Z6CIBXO	$9.88
IZC2ICDYDD	$3.29
F8RHV0OSVR	$3.02
S9TX3DSNQW	$6.11
9GF1L6F449	$2.57
6OSB3WMQIP	$4.53
0XM5EVG2BI	$6.12
IQQ3TAL8TZ	$2.57
CLU523FD83	$1.02
WOVLY86A1Q	$8.47
F4KUJNPY1R	$5.64
ZCU9444A84	$5.20
UGC3RVZOK2	$5.81
9YLVBAHV4S	$0.82
X850SG95H3	$1.72
P99LRSSFWB	$6.59
8D9N58722B	$5.88
ASA2W8G1GJ	$9.63
BFN11ATQLL	$2.53
FAB8KM0UZ5	$4.62
RZBGJU49PU	$8.93
WZRSXI8YCC	$4.12
0Z2JAM72JM	$6.24
U50H312O4B	$6.12
1V9Q2TLLDQ	$0.85
ZR8KYJU6MF	$0.80
9BRDWNFFQ4	$7.23
WSWE9RM5XA	$1.11
AS6SDDTQ4G	$9.66
PCTDXGSKKM	$0.52
E1AB8PW9DU	$9.87
3A3MQO9L1D	$7.35
J85EXB4SII	$5.70
WRCFNGITHF	$2.58
AZA1JSMIWO	$8.17
562C5IMEP4	$1.14
SE3VVOXWLV	$9.18
ER3O3X900L	$4.56
FXXSDQPQU8	$3.67
4FRF2TXT5G	$3.22
6T21PA0IET	$8.29
HBJLYESA92	$4.33
8IDBIEKZ3P	$1.07
E41PX76D4U	$9.59
XU2172BWA7	$2.05
0CGFIFJ4MM	$1.62
K74RNCM2K4	$4.48
IXKN3GJLV9	$0.61
D385Y1XR0Z	$3.27
E5234D6IQ7	$1.30
6GD3I2WBWU	$5.30
ME19S4ONL6	$3.74
74JJN4Z847	$1.85
II2HA68ZD5	$9.27
ZGLF3H3GIK	$7.88
JAFK5U312R	$6.33
KVM6YEFAY7	$9.61
HMZGVTWBAN	$7.20
LBO32U2JTL	$3.68
VR5EJF2QRF	$1.91
FR47MFLOY2	$1.00
9KQAEM3JFG	$7.92
2D5RWTJV5T	$7.15
KF3O8B7ZXS	$8.58
BGE0YU0QL9	$0.63
N5DKYGSMPD	$4.34
UYQ2DBX301	$2.23
8RLCLKNJ83	$6.98
B1KKQ85LE3	$8.08
SQ7EM4SV0Q	$9.20
TRTRYVF1R9	$4.87
HBH7P6DP83	$8.31
5R0ENMLB0V	$9.11
HI783PDBXZ	$3.99
F51GHX0E0U	$7.17
4R966A8PYJ	$7.45
WK9I1GWHAJ	$1.06
84V6XKO3FQ	$3.58
J53LQCRZP8	$4.95
10TGB4DLDS	$0.14
IAL7HF008X	$9.93
UTFEIBJBFP	$0.40
K8DXLC2IWQ	$8.28
JGXPMXMHKH	$6.01
ZOR6X4A825	$6.57
DM2DLO3ZTJ	$6.51
GM7RMJ4A7U	$1.35
70UG2LCOKY	$3.55
O0M515EG8X	$3.93
I0YUERLU7R	$3.95
7ZIMKVWFIR	$2.11
L25OGJBHBK	$7.69
SMQALD3EEB	$5.81
R1Q1SWE0D1	$4.33
LMKRTNR6RI	$8.37
GPG1ZJHBV8	$6.16
I9RNXCT2SR	$6.54
HCCCTRU3O3	$2.93
6LIKCJ43ZQ	$0.68
1CU7W5SLT3	$1.79
B7SHOOZQST	$4.76
S9OW6ZJMDY	$7.19
UZTEK0GA9F	$5.09
OS3U3F5A9L	$1.67
BHPGPDED0U	$7.98
YDXZ90F4KO	$0.99
9IVAEOSC9N	$3.78
Y7JRTANGQU	$6.47
Y60V2ENK9Z	$0.72
8JHXS35SOD	$8.34
OKZZXCWVFD	$3.05
B5NOYCTV5X	$5.03
B6I8Q83LDD	$8.72
52EIIOK4ZR	$8.07
FGQX1F3CF0	$1.90
7VI9X8NCVE	$1.47
B5VHOHXN5S	$9.80
NFC3FY896B	$9.36
UD9YUJL35B	$4.03
9BISN7KZT6	$1.71
FMCTEEQX51	$9.94
8QASHWAOPB	$9.37
8OO1AUL8PV	$1.59
RIR2Q0NIVK	$6.85
1H11AWJWZA	$3.10
PBG6ONNL71	$3.04
8J5PKGV0FO	$0.80
6TCXCJQF3G	$0.46
GFGOJXJ0YT	$4.56
L6RZH2IU46	$6.81
J7TCPP9R7R	$7.99
H91OOBBTEW	$1.94
54ZWI1NEI6	$3.87
W7L0XQORGJ	$2.64
OKCJESJX56	$6.54
06WKBRB93G	$1.03
3O560T62I1	$7.40
8NAELCSPEB	$5.10
4PMK3D7XY3	$5.49
LOQX6X6IPK	$4.74
9MB4F7C8DW	$1.80
9LRNHXQ8BX	$3.82
SFMEOH2WHV	$2.55
IROZ3JC6PU	$3.91
SCJRHQNKTA	$6.01
91Q440LQ9N	$4.10
CYLCC6PZVC	$1.09
Y80AK26MLJ	$6.50
PZI5N80NAT	$1.44
ZZEC24TYIC	$0.65
ODNGG27N21	$6.21
844GYHX80O	$9.78
9FXTREK8CF	$3.47
05POWDSR47	$4.80
XEMP2PIKYX	$7.56
HZ3TWKVZSO	$1.44
DE8NGAM75V	$6.36
XFIGXGLLFE	$0.88
HNC4I8W8WE	$3.42
PO2VQ3YYRD	$7.16
2DOELG39IY	$8.11
G13JUU6ETK	$0.37
QA10JI49S1	$9.57
7LCA5XCYJ1	$5.26
OV0TCRFQFP	$4.37
IGD8PXG4RZ	$1.25
V5Y3TMDW06	$8.08
S3Z54XZDUC	$1.41
V0TBSWU5QL	$3.14
9NJGUJKXH1	$5.31
XX7BPVYQZY	$3.58
ZBELG4IMB5	$1.18
6DCVXGOO34	$9.23
342MJAEOIL	$4.54
FJC4M1KWXS	$6.46
VJ9OSF70Q8	$7.00
C4R3EG48EX	$7.99
9JLUXAZ8NR	$5.07
Q9HV5WDE37	$0.82
SC58E4YJPK	$8.10
CJVN60YF0C	$4.13
HLJMUYPJJO	$2.52
R2LXW3OOIJ	$9.09
DG52XOPGTE	$1.57
RJVC5IG9Y3	$0.53
CU5E060YEY	$1.00
XX114TF3PJ	$5.00
E0OB0D42K2	$9.78
UFMKRTNTJ5	$3.63
X3FPM4OPAD	$1.58
412CDA7ANK	$2.90
V1KQAMVAC6	$1.91
CQSZT4HBFA	$6.77
OWPDWWCD7V	$9.89
XHUK01WI26	$0.80
MA9OTXZS1T	$7.00
4VHIW1D91F	$2.47
K5Q5CP5OVW	$9.12
7IR1L7UMP5	$5.03
40TNF4U1OK	$4.15
9YMQ9LR7FM	$4.96
TQF38HRCZX	$4.07
AZ6Q2WD7X1	$1.99
LRPGMEOSFB	$9.77
Y1SJNA2BGR	$1.27
QGEY274QW3	$8.80
ITUGECYFLJ	$3.27
NFW9EQ2923	$9.56
USN3Q7LHEL	$2.14
TVXWR38M9Y	$6.96
TN4J8I6OHG	$4.91
MH8LW9113N	$8.57
RW2JUT5U33	$6.01
8QXRK9TS83	$5.72
WQDWK97BXL	$3.06
2P77V306WZ	$6.00
8MFKKPE04G	$6.05
J9STKGXUZX	$0.95
TZN6UGJ2S5	$2.41
40FLQ9CW3Q	$8.70
3SR76OGY11	$0.56
FJI5968OX0	$6.65
MQG88TVE5I	$4.69
ATWEGBYQO3	$3.39
8XFTN1MFIA	$8.38
95DA64Y5QC	$8.34
KLEQ3G9VLO	$4.94
V5IERKUBDR	$2.80
4EWXGI03XE	$7.61
AXT63LREC1	$7.50
JM9WY9ANT1	$0.31
W5RG8YVZQ1	$4.89
VERD67RVJM	$2.35
15DXNO5OQR	$3.24
0KV7RZLAX5	$9.82
4VGN0YPBTI	$3.75
ZNDVRGT71H	$4.86
19P4XHMYP3	$9.10
XHSMMFE3KI	$7.90
KD18386KCL	$9.85
NHRUTZ5J33	$1.55
A8QO6YKMUF	$7.83
SK3AN66QMX	$6.21
J1R64O1Q86	$3.84
T67J8QF39L	$4.64
WI9H9MF0TT	$7.52
GGVVRMG24C	$7.68
GOLFQ03ONI	$2.44
0H2TJ8YF7Z	$5.80
NR2LNAZ3TW	$2.68
4IJ7BPF6XW	$4.62
4JS37U0RO2	$9.33
O2R3D0ZZF2	$6.95
I2IEP0443N	$2.84
XHDH5MOHO0	$2.39
X2TWVQ0F1R	$1.69
JHY2PUQ8Y9	$6.59
LJBCWZ2KBS	$3.77
FSB3GW4P9N	$7.34
OEGDYA4Q18	$4.05
MYTPBBC1OD	$1.16
R522TXQEFA	$3.42
MWZ3Q0LCDG	$7.41
DO3KJQ5LW2	$6.63
IRU5EPD3VO	$1.82
O3KJC7SG49	$6.14
YJ7238B0QP	$0.91
BHGUHTVUSD	$0.91
ELMIX8JW3Y	$5.80
91STEOVI2D	$8.59
X8E1FQCMD9	$7.61
PR2MTFZSX9	$5.62
ZEBBZENMW9	$5.54
MYSG2NW3XX	$4.18
E0HJYZ6BO0	$8.10
A5EV3YLYV0	$8.90
JBQ7WZSZOZ	$0.23
7IGQ580TPC	$5.05
KBEHH322LA	$0.94
XJ5MO9VDSM	$0.49
1PTCKOWRII	$7.08
IK0I7QK6NT	$7.30
HOFKAXZ8IA	$1.47
0Q0W7C5G4J	$6.87
TJ2M05778Q	$7.58
J297AUXJ6A	$6.89
9K5V2GU08E	$3.35
RJB0Y7NHDQ	$5.95
OTT1E5Q47B	$0.64
COAXXUIJFX	$2.07
12RQLJSTT2	$7.96
2QDSCZ4D7N	$2.96
LCFAE2UTQA	$0.14
M1TZQS41Z6	$8.62
TXOAQ9M9QL	$8.28
BHOSSCCZHE	$4.61
THL0UYKH0U	$1.34
UA4VO7S90X	$0.60
EZIJDEV2FE	$5.88
FG8QD12PQA	$4.13
1SY2V7WZ6A	$4.89
NX3DKRRJQ1	$5.18
WW4QGPCWKA	$1.21
J4LNACCXDH	$8.36
RY4HKXYJGQ	$4.63
9348K0VKB2	$1.76
P5YE3APC9L	$6.04
SVXJZZSWVH	$5.22
WQEZ0W05BJ	$1.37
ZI1SCZZY9B	$2.17
CWARQ3W3X9	$9.17
74OE5PQLV5	$9.34
1QSRO4LPIO	$8.96
FR8AH4WFE8	$4.49
6LSIMC5MUW	$3.76
